example_id,severity,layer,cosine_similarity,cosine_distance,example_score_drop
56beb3a03aeaaa14008c9248,1,0,0.7296236753463745,0.2703763246536255,0.0
56beb3a03aeaaa14008c9248,1,1,0.9285860657691956,0.07141393423080444,0.0
56beb3a03aeaaa14008c9248,1,2,0.9256508350372314,0.07434916496276855,0.0
56beb3a03aeaaa14008c9248,1,3,0.9260602593421936,0.0739397406578064,0.0
56beb3a03aeaaa14008c9248,1,4,0.9104968309402466,0.08950316905975342,0.0
56beb3a03aeaaa14008c9248,1,5,0.9126561880111694,0.08734381198883057,0.0
56beb3a03aeaaa14008c9248,1,6,0.9241650700569153,0.07583492994308472,0.0
56beb3a03aeaaa14008c9248,1,7,0.9121171832084656,0.08788281679153442,0.0
56beb3a03aeaaa14008c9248,1,8,0.9135878682136536,0.08641213178634644,0.0
56beb3a03aeaaa14008c9248,1,9,0.9185076355934143,0.0814923644065857,0.0
56beb3a03aeaaa14008c9248,1,10,0.9190184473991394,0.0809815526008606,0.0
56beb3a03aeaaa14008c9248,1,11,0.9267003536224365,0.07329964637756348,0.0
56beb3a03aeaaa14008c9248,1,12,0.9247331023216248,0.07526689767837524,0.0
56beb3a03aeaaa14008c9248,1,13,0.9302856922149658,0.06971430778503418,0.0
56beb3a03aeaaa14008c9248,1,14,0.9364161491394043,0.0635838508605957,0.0
56beb3a03aeaaa14008c9248,1,15,0.9438371658325195,0.05616283416748047,0.0
56beb3a03aeaaa14008c9248,1,16,0.9477503299713135,0.05224967002868652,0.0
56beb3a03aeaaa14008c9248,1,17,0.9452300071716309,0.05476999282836914,0.0
56beb3a03aeaaa14008c9248,1,18,0.947886049747467,0.05211395025253296,0.0
56beb3a03aeaaa14008c9248,1,19,0.9488608241081238,0.05113917589187622,0.0
56beb3a03aeaaa14008c9248,1,20,0.9508307576179504,0.04916924238204956,0.0
56beb3a03aeaaa14008c9248,1,21,0.9491028785705566,0.05089712142944336,0.0
56beb3a03aeaaa14008c9248,1,22,0.9501403570175171,0.04985964298248291,0.0
56beb3a03aeaaa14008c9248,1,23,0.9424436092376709,0.0575563907623291,0.0
56beb3a03aeaaa14008c9248,1,24,0.9461843967437744,0.053815603256225586,0.0
56beb3a03aeaaa14008c9248,1,25,0.9548482894897461,0.045151710510253906,0.0
56beb3a03aeaaa14008c9248,1,26,0.9562821388244629,0.04371786117553711,0.0
56beb3a03aeaaa14008c9248,1,27,0.9603481888771057,0.03965181112289429,0.0
56beb3a03aeaaa14008c9248,1,28,0.9592424631118774,0.04075753688812256,0.0
56beb3a03aeaaa14008c9248,1,29,0.9608373045921326,0.03916269540786743,0.0
56beb3a03aeaaa14008c9248,1,30,0.96356201171875,0.03643798828125,0.0
56beb3a03aeaaa14008c9248,1,31,0.9678211808204651,0.03217881917953491,0.0
56beb3a03aeaaa14008c9248,1,32,0.9711597561836243,0.028840243816375732,0.0
56beb3a03aeaaa14008c9248,1,33,0.9695520997047424,0.03044790029525757,0.0
56beb3a03aeaaa14008c9248,1,34,0.9680395722389221,0.03196042776107788,0.0
56beb3a03aeaaa14008c9248,1,35,0.9756641387939453,0.024335861206054688,0.0
56beb3a03aeaaa14008c9248,1,36,0.91961270570755,0.08038729429244995,0.0
56beb3a03aeaaa14008c9248,2,0,0.5938234329223633,0.4061765670776367,0.0
56beb3a03aeaaa14008c9248,2,1,0.89267897605896,0.10732102394104004,0.0
56beb3a03aeaaa14008c9248,2,2,0.8926682472229004,0.10733175277709961,0.0
56beb3a03aeaaa14008c9248,2,3,0.8919428586959839,0.10805714130401611,0.0
56beb3a03aeaaa14008c9248,2,4,0.8731117844581604,0.1268882155418396,0.0
56beb3a03aeaaa14008c9248,2,5,0.8625180721282959,0.1374819278717041,0.0
56beb3a03aeaaa14008c9248,2,6,0.8799391388893127,0.12006086111068726,0.0
56beb3a03aeaaa14008c9248,2,7,0.8651087284088135,0.13489127159118652,0.0
56beb3a03aeaaa14008c9248,2,8,0.8596563935279846,0.14034360647201538,0.0
56beb3a03aeaaa14008c9248,2,9,0.8581192493438721,0.14188075065612793,0.0
56beb3a03aeaaa14008c9248,2,10,0.8540453314781189,0.1459546685218811,0.0
56beb3a03aeaaa14008c9248,2,11,0.8601481318473816,0.1398518681526184,0.0
56beb3a03aeaaa14008c9248,2,12,0.8530101776123047,0.1469898223876953,0.0
56beb3a03aeaaa14008c9248,2,13,0.8654693365097046,0.1345306634902954,0.0
56beb3a03aeaaa14008c9248,2,14,0.8734821677207947,0.12651783227920532,0.0
56beb3a03aeaaa14008c9248,2,15,0.8855492472648621,0.11445075273513794,0.0
56beb3a03aeaaa14008c9248,2,16,0.8914480805397034,0.10855191946029663,0.0
56beb3a03aeaaa14008c9248,2,17,0.8834905624389648,0.11650943756103516,0.0
56beb3a03aeaaa14008c9248,2,18,0.8921669125556946,0.10783308744430542,0.0
56beb3a03aeaaa14008c9248,2,19,0.8950190544128418,0.1049809455871582,0.0
56beb3a03aeaaa14008c9248,2,20,0.897476077079773,0.10252392292022705,0.0
56beb3a03aeaaa14008c9248,2,21,0.8957423567771912,0.10425764322280884,0.0
56beb3a03aeaaa14008c9248,2,22,0.893831729888916,0.10616827011108398,0.0
56beb3a03aeaaa14008c9248,2,23,0.8768450617790222,0.12315493822097778,0.0
56beb3a03aeaaa14008c9248,2,24,0.8932347893714905,0.10676521062850952,0.0
56beb3a03aeaaa14008c9248,2,25,0.91773921251297,0.08226078748703003,0.0
56beb3a03aeaaa14008c9248,2,26,0.9186582565307617,0.08134174346923828,0.0
56beb3a03aeaaa14008c9248,2,27,0.928565502166748,0.07143449783325195,0.0
56beb3a03aeaaa14008c9248,2,28,0.9242632985115051,0.07573670148849487,0.0
56beb3a03aeaaa14008c9248,2,29,0.9221866726875305,0.07781332731246948,0.0
56beb3a03aeaaa14008c9248,2,30,0.9282535910606384,0.07174640893936157,0.0
56beb3a03aeaaa14008c9248,2,31,0.934520423412323,0.065479576587677,0.0
56beb3a03aeaaa14008c9248,2,32,0.941333532333374,0.05866646766662598,0.0
56beb3a03aeaaa14008c9248,2,33,0.9390841722488403,0.06091582775115967,0.0
56beb3a03aeaaa14008c9248,2,34,0.9363839030265808,0.06361609697341919,0.0
56beb3a03aeaaa14008c9248,2,35,0.9522955417633057,0.047704458236694336,0.0
56beb3a03aeaaa14008c9248,2,36,0.8028623461723328,0.19713765382766724,0.0
56beb3a03aeaaa14008c9248,3,0,0.4851064085960388,0.5148935914039612,0.0
56beb3a03aeaaa14008c9248,3,1,0.8654274344444275,0.1345725655555725,0.0
56beb3a03aeaaa14008c9248,3,2,0.8633387088775635,0.13666129112243652,0.0
56beb3a03aeaaa14008c9248,3,3,0.8593308329582214,0.14066916704177856,0.0
56beb3a03aeaaa14008c9248,3,4,0.8403054475784302,0.15969455242156982,0.0
56beb3a03aeaaa14008c9248,3,5,0.8304761052131653,0.16952389478683472,0.0
56beb3a03aeaaa14008c9248,3,6,0.8459849953651428,0.15401500463485718,0.0
56beb3a03aeaaa14008c9248,3,7,0.8365859985351562,0.16341400146484375,0.0
56beb3a03aeaaa14008c9248,3,8,0.8274242281913757,0.17257577180862427,0.0
56beb3a03aeaaa14008c9248,3,9,0.8274105191230774,0.1725894808769226,0.0
56beb3a03aeaaa14008c9248,3,10,0.8197087049484253,0.1802912950515747,0.0
56beb3a03aeaaa14008c9248,3,11,0.8260647058486938,0.17393529415130615,0.0
56beb3a03aeaaa14008c9248,3,12,0.8205212354660034,0.17947876453399658,0.0
