run_id,model,model_label,task,typo_type,location,severity,typo_difficulty,mitigation,score,clean_score,absolute_drop,drop_ci_2.5,drop_ci_97.5,n_examples,mean_replicates_per_example,relative_degradation,error_rate,severity_completion_rate
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,deletion,beginning,1,standard,none,0.8698310764730202,0.8747384091942917,0.0049073327212713425,-0.013821605924978685,0.024868146486576787,200,1.0,0.005610057440819836,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,deletion,end,1,standard,none,0.8594444311135487,0.8747384091942917,0.015293978080742789,-0.0021513417954594416,0.03662534395751307,200,1.0,0.017484059142698263,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,deletion,keyword,1,standard,none,0.8615814642873467,0.8747384091942917,0.013156944906944907,-0.0020154065841565824,0.0321412696100196,200,1.0,0.015041005137825797,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,deletion,middle,1,standard,none,0.861619361575244,0.8747384091942917,0.013119047619047619,-0.0014730769230769222,0.03216955128205127,200,1.0,0.014997680999433162,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,keyboard,beginning,1,standard,none,0.8446080986835462,0.8747384091942917,0.030130310510745294,0.003708326968924798,0.05950510434613694,200,1.0,0.03444493827417258,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,keyboard,end,1,standard,none,0.857161857478034,0.8747384091942917,0.0175765517162576,-0.0030896098999040156,0.04025034907902555,200,1.0,0.02009349484544425,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,keyboard,keyword,1,standard,none,0.8698813393317869,0.8747384091942917,0.004857069862504647,-0.0064763761148272005,0.017757037346711257,200,1.0,0.005552596995230174,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,keyboard,middle,1,standard,none,0.8597579452138275,0.8747384091942917,0.01498046398046398,-0.0025857448107448103,0.03546666666666665,200,1.0,0.017125650163529755,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,transposition,beginning,1,standard,none,0.8568807939462164,0.8747384091942917,0.017857615248075165,-0.0037155938722892353,0.041560185609831914,200,1.0,0.020414806369967845,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,transposition,end,1,standard,none,0.8752584613927326,0.8747384091942917,-0.0005200521984409446,-0.006355724071325093,0.005285738110993854,200,1.0,-0.00059452310882285,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,transposition,keyword,1,standard,none,0.8636218035776859,0.8747384091942917,0.011116605616605617,-0.0026714285714285707,0.027913232600732592,200,1.0,0.012708491475577201,0.0,1.0
run_1,Qwen/Qwen3-4B,Qwen3-4B,squad,transposition,middle,1,standard,none,0.8654554421613244,0.8747384091942917,0.009282967032967033,-0.0021598214285714267,0.021932417582417568,200,1.0,0.010612277836887755,0.0,1.0
run_2,meta-llama/Llama-3.2-3B-Instruct,Llama-3.2-3B-Instruct,squad,deletion,beginning,1,standard,none,0.8489023762185528,0.8659469570247434,0.017044580806190715,-0.011502140252033829,0.046417159433703496,200,1.0,0.019683169584374077,0.0,1.0
run_2,meta-llama/Llama-3.2-3B-Instruct,Llama-3.2-3B-Instruct,squad,deletion,end,1,standard,none,0.844724892292987,0.8659469570247434,0.021222064731756484,-0.01014554445644094,0.054231702921523205,200,1.0,0.024507349508649048,0.0,1.0
run_2,meta-llama/Llama-3.2-3B-Instruct,Llama-3.2-3B-Instruct,squad,deletion,keyword,1,standard,none,0.8615465776054012,0.8659469570247434,0.004400379419342267,-0.01594974398666349,0.02545305138940006,200,1.0,0.005081580786958677,0.0,1.0
